HTML,TAG,TC,LTC,TG,P,CTTD
"<img alt="""" src=""https://cdn.detik.net.id/finance/images/icon_fb.png""/>",['img'],0,0,1,0,0
,[],0,0,2,0,0
"<a class=""tw"" href=""https://twitter.com/detikfinance"" target=""_blank""></a>",['a'],0,0,1,0,0
"<img alt="""" src=""https://cdn.detik.net.id/finance/images/icon_tw.png""/>",['img'],0,0,1,0,0
,[],0,0,2,0,0
"<a class=""gplus"" href=""https://plus.google.com/u/0/+detikcom/posts"" target=""_blank""></a>",['a'],0,0,1,0,0
"<img alt="""" src=""https://cdn.detik.net.id/finance/images/icon_gplus.png""/>",['img'],0,0,1,0,0
,[],0,0,2,0,0
"<a class=""insta"" href=""https://instagram.com/detikcom"" target=""_blank""></a>",['a'],0,0,1,0,0
"<img alt="""" src=""https://cdn.detik.net.id/finance/images/icon_insta.png""/>",['img'],0,0,1,0,0
,[],0,0,2,0,0
,[],0,0,1,0,0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
"<div id=""banner_top_detail""></div>",['div'],0,0,1,0,0
,[],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<div class=""jdl""></div>",['div'],0,0,1,0,0
"<div class=""date"">Kamis 29 Sep 2016, 17:24 WIB</div>",['div'],6,0,2,0,8.0
<h2></h2>,['h2'],0,0,2,0,0
"<h1>Layani Peserta <i>Tax Amnesty</i>, BI Perpanjang Jam Operasional Kliring</h1>","['h1', 'i']",9,0,4,0,13.0
"<div class=""author"">Dewi Rachmat Kusuma - detikFinance</div>",['div'],5,0,2,0,7.0
,[],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""share-top-new "" id=""share_top""></div>",['div'],0,0,1,0,0
"<a class=""count"" href=""#""></a>",['a'],0,0,1,0,0
<strong>0</strong> SHARED,['strong'],2,0,2,0,4.0
,[],0,0,1,0,0
"<a class=""fb"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Share Atas"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring?utm_source=News&amp;utm_medium=Desktop&amp;utm_campaign=ShareFacebook"" href=""#""></a>",['a'],0,0,1,0,0
"<img alt="""" src=""https://cdn.detik.net.id/libs/sharebox/images/sh-fb.png""/>",['img'],0,0,1,0,0
<span>Share <b>0</b></span>,"['span', 'b']",2,0,4,0,6.0
,[],0,0,2,0,0
"<a class=""tw"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Share Atas"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring?utm_source=News&amp;utm_medium=Website&amp;utm_campaign=ShareTwitter"" href=""#""></a>",['a'],0,0,1,0,0
"<img alt="""" src=""https://cdn.detik.net.id/libs/sharebox/images/sh-tw.png""/>",['img'],0,0,1,0,0
<span>Tweet <b></b></span>,"['span', 'b']",1,0,4,0,5.0
,[],0,0,2,0,0
"<a class=""gplus"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Share Atas"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring?utm_source=News&amp;utm_medium=Desktop&amp;utm_campaign=ShareGoogle"" href=""#""></a>",['a'],0,0,1,0,0
"<img alt="""" src=""https://cdn.detik.net.id/libs/sharebox/images/sh-gplus.png""/>",['img'],0,0,1,0,0
<span>Share <b>0</b></span>,"['span', 'b']",2,0,4,0,6.0
,[],0,0,2,0,0
"<a class=""komentar"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Button Komentar"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring"" href=""#""></a>",['a'],0,0,1,0,0
"<img alt="""" src=""https://cdn.detik.net.id/libs/sharebox/images/sh-com.png""/>",['img'],0,0,1,0,0
<span>0 Komentar</span>,['span'],2,0,2,0,4.0
,[],0,0,2,0,0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
,[],0,0,1,0,0
"<div class=""pic_artikel""></div>",['div'],0,0,1,0,0
"<img alt=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" class="""" src=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810_169.jpg?w=650&amp;q=90"" title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring""/> <span>Foto: Grandyos Zafna</span>","['img', 'span']",3,0,4,0,7.0
,[],0,0,1,0,0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
"<div class=""detail_fokus_l""></div>",['div'],0,0,1,0,0
<strong>FOKUS BERITA</strong>,['strong'],2,0,2,0,4.0
"<a href=""//finance.detik.com/indeksfokus/1837/ramai-ramai-ikut-pengampunan-pajak""></a>",['a'],0,0,1,0,0
Ramai-ramai Ikut Pengampunan Pajak            ,[],4,0,1,0,5.0
,[],0,0,1,0,0
"<div data-sticky_parent=""""></div>",['div'],0,0,1,0,0
"<div class=""share-top-new"" style=""margin: 0px;height:auto;""></div>",['div'],0,0,1,0,0
"<div class=""share_float sticky"" data-sticky_column=""""></div>",['div'],0,0,1,0,0
"<a class=""share_detail fb"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Share Floating"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring?utm_source=News&amp;utm_medium=Desktop&amp;utm_campaign=ShareFacebook"" href=""#"" style=""width:45px; height: 65px; border-radius: 0px;""> <img alt="""" src=""//finance.detik.com/images/icon_fb.png""/></a>","['a', 'img']",0,0,2,0,0
"<span class=""nolabel"" style=""padding-left:18px;"">0</span>",['span'],1,0,2,0,3.0
,[],0,0,2,0,0
"<a class=""share_detail tw"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Share Floating"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring?utm_source=News&amp;utm_medium=Website&amp;utm_campaign=ShareTwitter"" href=""#"" style=""width:45px; border-radius: 0px;""> <img alt="""" src=""//finance.detik.com/images/icon_tw.png""/></a>","['a', 'img']",0,0,2,0,0
,[],0,0,2,0,0
"<a class=""share_detail gplus"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Share Floating"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring?utm_source=News&amp;utm_medium=Desktop&amp;utm_campaign=ShareGoogle"" href=""#"" style=""width:45px; height: 65px; border-radius: 0px;""> <img alt="""" src=""//finance.detik.com/images/icon_gplus.png""/></a>","['a', 'img']",0,0,2,0,0
"<span class=""nolabel"" style=""padding-left:18px;"">0</span>",['span'],1,0,2,0,3.0
,[],0,0,2,0,0
"<a class=""share_detail comm komentar"" data-action=""Artikel "" data-category=""Detail Artikel"" data-desc=""Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran."" data-image=""http://images.detik.com/community/media/visual/2014/06/10/3035f588-f8e8-481f-bee0-d26ba2e43810.jpg?w=650"" data-label=""Button Komentar"" data-title=""Layani Peserta Tax Amnesty, BI Perpanjang Jam Operasional Kliring"" data-url=""http://finance.detik.com/moneter/d-3309932/layani-peserta-tax-amnesty-bi-perpanjang-jam-operasional-kliring"" href=""#"" style=""width:45px; height: 65px; border-radius: 0px;""> <img alt="""" src=""//finance.detik.com/images/icon_comment.png""/></a>","['a', 'img']",0,0,2,0,0
"<span class=""nolabel"" style=""padding-left:18px;"">0</span>",['span'],1,0,2,0,3.0
,[],0,0,2,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div class=""detail_text""></div>",['div'],0,0,1,0,0
"<b>Jakarta</b> - Untuk mendukung implementasi UU Pengampunan Pajak (Tax Amnesty), Bank Indonesia (BI) memperpanjang waktu operasional penyelenggaraan sistem pembayaran.<br/><br/>Dikutip <strong>detikFinance</strong> dari keterangan resmi BI, Kamis (29/9/2016), berikut penjelasannya:<br/><br/>1. Perpanjangan <em>Window Time</em> (operasional) Penyelenggaraan Sistem Pembayaran pada tanggal 29 dan 30 September 2016<br/><br/>a. Perpanjangan <em>window time</em> BI-RTGS (Bank Indonesia-<em>Real Time Gross Settlement</em>) dan BI-SSSS (Bank Indonesia-<em>Scripless Securities Settlement System</em>) selama 60 (enam puluh) menit, sebagai berikut:<br/><br/>- Informasi menjelang tutup sistem atau <em>Cut off Warning </em>(COW) yang semula pukul 17.00 WIB menjadi 18.00 WIB<br/>- Persiapan tutup sistem atau <em>Pre Cut Off </em>(PCO) yang semula pukul 18.00 WIB menjadi 19.00 WIB<br/>- Tutup Sistem atau <em>Cut</em> off Time (COT) BI-SSSS yang semula pukul 18.30 WIB menjadi 19.00 WIB<br/>- Tutup Sistem atau <em>Cut off Time</em> (COT) BI-RTGS yang semula pukul 19.00 WIB menjadi 20.00 WIB<br/><br/>Seluruh transaksi yang berakhir sampai dengan pukul 14.30 WIB diperpanjang selama 60 (enam puluh) menit, termasuk setoran Penerimaan Negara, transaksi antar Peserta untuk nasabah dan <em>Top Up</em> Kliring.<br/><br/>b. Perpanjangan <em>window time</em> SKNBI (Sistem Kliring Nasional Bank Indonesia) - Kliring Kredit Individual selama 60 (enam puluh) menit yaitu pengiriman DKE (Data Keuangan Elektronik) yang semula hingga pukul 16.30 WIB diperpanjang menjadi pukul 17.30 WIB.<br/><br/>2. Bank Indonesia melakukan stabilisasi di Pasar Uang Antar Bank (PUAB) dengan menambah likuiditas melalui instrumen Term Repo Tenor 1 minggu pada Selasa, tanggal 27 September 2016 dan Kamis, tanggal 29 September 2016, serta tambahan likuiditas melalui instrumen operasi moneter lainnya seperti lelang FX <em>Swap</em> yang frekuensi lelangnya ditingkatkan. <br/><br/>Kebijakan ini bertujuan agar tersedia likuiditas yang cukup bagi para pelaku <em>tax amnesty</em> yang akan melakukan pembayaran tebusan pajak kepada Negara.<br/><br/>Dengan upaya tersebut di atas, Bank Indonesia mengharapkan agar program <em>tax amnesty</em> dapat berjalan dengan baik sehingga bermanfaat dengan optimal bagi perekonomian nasional.            <strong>(drk/drk) </strong>","['b', 'br', 'br', 'strong', 'br', 'br', 'em', 'br', 'br', 'em', 'em', 'em', 'br', 'br', 'em', 'br', 'em', 'br', 'em', 'br', 'em', 'br', 'br', 'em', 'br', 'br', 'em', 'br', 'br', 'em', 'br', 'br', 'em', 'br', 'br', 'em', 'strong']",284,0,74,21,337.0
"<div class=""clearfix mb20""></div>",['div'],0,0,2,0,0
,[],0,0,1,0,0
"<div class=""skybanner""></div>",['div'],0,0,1,0,0
"<div class=""skybanner_container sticky""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
,[],0,0,1,0,0
"<div class=""detail_fokus_l""></div>",['div'],0,0,1,0,0
<strong>FOKUS BERITA</strong>,['strong'],2,0,2,0,4.0
"<a href=""//finance.detik.com/indeksfokus/1837/ramai-ramai-ikut-pengampunan-pajak""></a>",['a'],0,0,1,0,0
Ramai-ramai Ikut Pengampunan Pajak            ,[],4,0,1,0,5.0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
,[],0,0,0,0,0
"<div id=""themood""></div>",['div'],0,0,2,0,0
,[],0,0,0,0,0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
"<div class=""bacajuga bacajuga_ga""></div>",['div'],0,0,1,0,0
"<div class=""title"">Baca Juga</div>",['div'],2,0,2,0,4.0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
"<div class=""list_berita""></div>",['div'],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<a href=""//finance.detik.com/moneter/d-3312561/tekan-inflasi-bi-bentuk-tpid-di-seluruh-kabupatenkota""></a>",['a'],0,0,1,0,0
"<div class=""ratio16_9 box_img fl mr10""></div>",['div'],0,0,1,0,0
"<div class=""img_con lqd""></div>",['div'],0,0,1,0,0
"<img alt=""Tekan Inflasi, BI Bentuk TPID di Seluruh Kabupaten/Kota"" class="""" src=""http://images.detik.com/community/media/visual/2016/09/20/8cb5752b-aaa2-4b0d-b004-1487cb500b44_169.jpg?w=210&amp;q=90"" title=""Tekan Inflasi, BI Bentuk TPID di Seluruh Kabupaten/Kota""/> ",['img'],0,0,3,0,0
,[],0,0,1,0,0
"<h3>Tekan Inflasi, BI Bentuk TPID di Seluruh Kabupaten/Kota</h3>",['h3'],8,0,2,0,10.0
,[],0,0,1,0,0
,[],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<a href=""//finance.detik.com/moneter/d-3312540/bi-segera-luncurkan-aplikasi-harga-pangan-akhir-tahun-ini""></a>",['a'],0,0,1,0,0
"<div class=""ratio16_9 box_img fl mr10""></div>",['div'],0,0,1,0,0
"<div class=""img_con lqd""></div>",['div'],0,0,1,0,0
"<img alt=""BI Segera Luncurkan Aplikasi Harga Pangan Akhir Tahun Ini"" class="""" src=""http://images.detik.com/community/media/visual/2016/09/20/fef7f5b6-ac10-462d-ad6b-ff24b0decb4f_169.jpg?w=210&amp;q=90"" title=""BI Segera Luncurkan Aplikasi Harga Pangan Akhir Tahun Ini""/> ",['img'],0,0,3,0,0
,[],0,0,1,0,0
<h3>BI Segera Luncurkan Aplikasi Harga Pangan Akhir Tahun Ini</h3>,['h3'],9,0,2,0,11.0
,[],0,0,1,0,0
,[],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<a href=""//finance.detik.com/moneter/d-3310741/khusus-layani-tax-amnesty-bank-mandiri-buka-sampai-jam-9-malam""></a>",['a'],0,0,1,0,0
"<div class=""ratio16_9 box_img fl mr10""></div>",['div'],0,0,1,0,0
"<div class=""img_con lqd""></div>",['div'],0,0,1,0,0
"<img alt=""Khusus Layani Tax Amnesty, Bank Mandiri Buka Sampai Jam 9 Malam"" class="""" src=""http://images.detik.com/community/media/visual/2015/05/22/83b91987-7f60-48b0-8dbb-240c49c5e3b5_169.jpg?w=210&amp;q=90"" title=""Khusus Layani Tax Amnesty, Bank Mandiri Buka Sampai Jam 9 Malam""/> ",['img'],0,0,3,0,0
,[],0,0,1,0,0
"<h3>Khusus Layani <i>Tax Amnesty</i>, Bank Mandiri Buka Sampai Jam 9 Malam</h3>","['h3', 'i']",11,0,4,0,15.0
,[],0,0,1,0,0
,[],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<a href=""//finance.detik.com/moneter/d-3309602/bi-tax-amnesty-dan-debat-capres-as-bikin-rupiah-menguat""></a>",['a'],0,0,1,0,0
"<div class=""ratio16_9 box_img fl mr10""></div>",['div'],0,0,1,0,0
"<div class=""img_con lqd""></div>",['div'],0,0,1,0,0
"<img alt=""BI: Tax Amnesty dan Debat Capres AS Bikin Rupiah Menguat"" class="""" src=""http://images.detik.com/community/media/visual/2016/05/06/f328ba43-ba56-4af6-9430-9c780e220626_169.jpg?w=210&amp;q=90"" title=""BI: Tax Amnesty dan Debat Capres AS Bikin Rupiah Menguat""/> ",['img'],0,0,3,0,0
,[],0,0,1,0,0
<h3>BI: <i>Tax Amnesty</i> dan Debat Capres AS Bikin Rupiah Menguat</h3>,"['h3', 'i']",10,0,4,0,14.0
,[],0,0,1,0,0
,[],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<a href=""//finance.detik.com/moneter/d-3309575/dolar-as-lengser-dari-rp-13000-gubernur-bi-penguatannya-sampai-6""></a>",['a'],0,0,1,0,0
"<div class=""ratio16_9 box_img fl mr10""></div>",['div'],0,0,1,0,0
"<div class=""img_con lqd""></div>",['div'],0,0,1,0,0
"<img alt=""Dolar AS Lengser dari Rp 13.000, Gubernur BI: Penguatannya Sampai 6%"" class="""" src=""http://images.detik.com/community/media/visual/2016/09/29/aaa3ff46-3b38-47b7-88e4-dd7ffe43239c_169.jpg?w=210&amp;q=90"" title=""Dolar AS Lengser dari Rp 13.000, Gubernur BI: Penguatannya Sampai 6%""/> ",['img'],0,0,3,0,0
,[],0,0,1,0,0
"<h3>Dolar AS Lengser dari Rp 13.000, Gubernur BI: Penguatannya Sampai 6%</h3>",['h3'],11,0,2,0,13.0
,[],0,0,1,0,0
,[],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<a href=""//finance.detik.com/moneter/d-3308714/ojk-usulan-tambahan-perusahaan-efek-dan-manajer-investasi-masih-dikaji""></a>",['a'],0,0,1,0,0
"<div class=""ratio16_9 box_img fl mr10""></div>",['div'],0,0,1,0,0
"<div class=""img_con lqd""></div>",['div'],0,0,1,0,0
"<img alt=""OJK: Usulan Tambahan Perusahaan Efek dan Manajer Investasi Masih Dikaji"" class="""" src=""http://images.detik.com/community/media/visual/2016/06/14/3e093647-1415-45b7-8bbc-5d78d4a034d5_169.jpg?w=210&amp;q=90"" title=""OJK: Usulan Tambahan Perusahaan Efek dan Manajer Investasi Masih Dikaji""/> ",['img'],0,0,3,0,0
,[],0,0,1,0,0
<h3>OJK: Usulan Tambahan Perusahaan Efek dan Manajer Investasi Masih Dikaji</h3>,['h3'],10,0,2,0,12.0
,[],0,0,1,0,0
,[],0,0,1,0,0
<article></article>,['article'],0,0,1,0,0
"<a href=""//finance.detik.com/moneter/d-3307982/uang-wni-peserta-tax-amnesty-yang-pulang-kampung-lewat-bri-capai-rp-1-t""></a>",['a'],0,0,1,0,0
"<div class=""ratio16_9 box_img fl mr10""></div>",['div'],0,0,1,0,0
"<div class=""img_con lqd""></div>",['div'],0,0,1,0,0
"<img alt=""Uang WNI Peserta Tax Amnesty yang Pulang Kampung Lewat BRI Capai Rp 1 T"" class="""" src=""http://images.detik.com/community/media/visual/2014/06/05/b2b35d11-618c-4600-b6ba-600b0374fa07_169.jpg?w=210&amp;q=90"" title=""Uang WNI Peserta Tax Amnesty yang Pulang Kampung Lewat BRI Capai Rp 1 T""/> ",['img'],0,0,3,0,0
,[],0,0,1,0,0
<h3>Uang WNI Peserta <i>Tax Amnesty</i> yang Pulang Kampung Lewat BRI Capai Rp 1 T</h3>,"['h3', 'i']",14,0,4,0,18.0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div class=""clearfix pt20""></div>",['div'],0,0,2,0,0
"<div class=""komentar_box""></div>",['div'],0,0,1,0,0
"<div id=""thecomment"" style=""padding: 10px 15px; "">Komentar ...</div>",['div'],2,0,2,0,4.0
,[],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
"<div class=""inforedaksi""></div>",['div'],0,0,1,0,0
<b>Kontak Informasi Detikcom</b><br/>,"['b', 'br']",3,0,3,1,5.0
"<b>Redaksi: </b> <a href=""mailto:redaksi@detikfinance.com"">redaksi[at]detikfinance.com</a><br/>","['b', 'a', 'br']",1,1,5,1,5.5
"<b>Media Partner: </b> <a href=""mailto:promosi@detikfinance.com"">promosi[at]detikfinance.com</a><br/>","['b', 'a', 'br']",2,1,5,1,6.5
"<b>Iklan:</b> <a href=""mailto:sales@detik.com"">sales[at]detik.com</a>","['b', 'a']",1,1,4,0,5.5
,[],0,0,4,0,0
"<div class=""newsfeed newsfeed_ga""></div>",['div'],0,0,1,0,0
"<div class=""title_feed"" data-sticky_column=""""></div>",['div'],0,0,1,0,0
"<div class=""t_lfl"">News Feed</div>",['div'],2,0,2,0,4.0
"<div class=""clearfix""></div>",['div'],0,0,2,0,0
,[],0,0,1,0,0
